image_id,qid,answer,ablate_cells,board_rows,board_cols,board
1609,q2,1,"[[0, 8]]",11,11,0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0
1621,q2,0,"[[0, 2]]",11,11,0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0
1623,q2,1,"[[0, 6]]",11,11,0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|Q|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0
1646,q2,1,"[[0, 6]]",11,11,0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|Q|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0
1647,q2,0,"[[0, 3]]",11,11,0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0
1664,q2,1,"[[0, 8]]",11,11,0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|Q|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0
1691,q2,0,"[[0, 0]]",11,11,Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0
1696,q2,0,"[[0, 3]]",11,11,0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0
1729,q2,0,"[[1, 3]]",11,11,0|0|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0
1731,q2,0,"[[0, 3]]",11,11,0|0|0|Q|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0
1741,q2,1,"[[0, 7]]",11,11,0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0
1798,q2,0,"[[0, 5]]",11,11,0|0|0|0|0|Q|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|Q|0|0|0|0|0|0|0|0|0
1819,q2,1,"[[0, 6]]",11,11,0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0
1833,q2,0,"[[0, 5]]",11,11,0|0|0|0|0|Q|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0
1847,q2,0,"[[0, 1]]",11,11,0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|Q|0|0|0|0|0|0|0|0
1852,q2,0,"[[0, 5]]",11,11,0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0|0|0
1860,q2,0,"[[0, 2]]",11,11,0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0
1884,q2,0,"[[0, 3]]",11,11,0|0|0|Q|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0
1922,q2,1,"[[0, 6]]",11,11,0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0
1927,q2,0,"[[0, 2]]",11,11,0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0
1931,q2,1,"[[0, 6]]",11,11,0|0|0|0|0|0|Q|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0
1981,q2,1,"[[0, 6]]",11,11,0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|Q|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0
1987,q2,0,"[[0, 3]]",11,11,0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0
0029,q3,0,"[[4, 0], [7, 5]]",8,8,0|0|Q|0|0|0|0|0/0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0/Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0/0|0|0|0|0|Q|0|0
0056,q3,0,"[[3, 0], [6, 5]]",8,8,0|Q|0|0|0|0|0|0/0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0/0|0|0|Q|0|0|0|0
0065,q3,1,"[[6, 0], [3, 5]]",8,8,0|0|0|0|Q|0|0|0/0|Q|0|0|0|0|0|0/0|0|0|Q|0|0|0|0/0|0|0|0|0|Q|0|0/0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0/Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0
0069,q3,0,"[[1, 0], [4, 5]]",8,8,0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0/0|0|0|Q|0|0|0|0/0|Q|0|0|0|0|0|0/0|0|0|0|Q|0|0|0
0070,q3,1,"[[5, 0], [1, 5]]",8,8,0|0|Q|0|0|0|0|0/0|0|0|0|0|Q|0|0/0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0/0|0|0|Q|0|0|0|0/Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0
0099,q3,1,"[[6, 0], [1, 6]]",9,9,0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|0|Q|0|0|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0/Q|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0
0111,q3,0,"[[6, 0], [8, 6]]",9,9,0|0|0|0|0|Q|0|0|0/0|0|0|Q|0|0|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0
0124,q3,0,"[[3, 0], [7, 6]]",9,9,0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0/Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|0|Q|0|0|0|0|0
0128,q3,0,"[[5, 0], [6, 6]]",9,9,0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0/0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0/0|Q|0|0|0|0|0|0|0
0210,q3,0,"[[4, 0], [5, 6]]",9,9,0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0/Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0
0212,q3,0,"[[3, 0], [7, 6]]",9,9,0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0/Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0
0247,q3,0,"[[1, 0], [5, 6]]",9,9,0|0|0|0|0|Q|0|0|0/Q|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0
0251,q3,0,"[[3, 0], [7, 6]]",9,9,0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|0|Q|0|0|0|0|0
0254,q3,0,"[[0, 0], [1, 6]]",9,9,Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0
0275,q3,0,"[[4, 0], [5, 6]]",9,9,0|0|0|Q|0|0|0|0|0/0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0
0281,q3,1,"[[7, 0], [5, 6]]",9,9,0|0|0|Q|0|0|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0/Q|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0
0297,q3,0,"[[2, 0], [4, 6]]",9,9,0|0|0|Q|0|0|0|0|0/0|0|0|0|0|Q|0|0|0/Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0
0324,q3,0,"[[5, 0], [7, 6]]",9,9,0|0|Q|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0
0353,q3,1,"[[8, 0], [1, 6]]",9,9,0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0/0|0|Q|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0
0361,q3,1,"[[5, 0], [1, 6]]",9,9,0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0/0|0|Q|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0
0368,q3,0,"[[0, 0], [5, 6]]",9,9,Q|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0
0374,q3,1,"[[7, 0], [5, 6]]",9,9,0|0|0|Q|0|0|0|0|0/0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0
0383,q3,1,"[[7, 0], [3, 6]]",9,9,0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0/Q|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0
0450,q3,0,"[[1, 0], [9, 7]]",10,10,0|0|0|0|Q|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|Q|0|0
0478,q3,0,"[[4, 0], [5, 7]]",10,10,0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0
0507,q3,1,"[[5, 0], [2, 7]]",10,10,0|0|0|0|0|0|Q|0|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|0|0
0572,q3,0,"[[0, 0], [4, 7]]",10,10,Q|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0
0584,q3,0,"[[0, 0], [3, 7]]",10,10,Q|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0
0585,q3,1,"[[9, 0], [7, 7]]",10,10,0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|Q|0|0|0|0/Q|0|0|0|0|0|0|0|0|0
0628,q3,0,"[[2, 0], [8, 7]]",10,10,0|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|Q|0|0|0|0
0651,q3,1,"[[6, 0], [5, 7]]",10,10,0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0/0|0|0|0|Q|0|0|0|0|0
0674,q3,0,"[[5, 0], [9, 7]]",10,10,0|0|0|0|Q|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0/0|0|0|Q|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|Q|0|0
0678,q3,0,"[[3, 0], [8, 7]]",10,10,0|0|0|0|0|Q|0|0|0|0/0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0|0
0746,q3,0,"[[7, 0], [9, 7]]",10,10,0|0|0|0|Q|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0
0755,q3,0,"[[2, 0], [8, 7]]",10,10,0|0|0|0|Q|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|Q|0|0|0|0
0787,q3,0,"[[6, 0], [9, 7]]",10,10,0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0
0792,q3,0,"[[3, 0], [8, 7]]",10,10,0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0/0|0|Q|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/0|0|0|Q|0|0|0|0|0|0
